,Date,Change 1yr Treasury,Change 5yr Treasury,Change 10yr Treasury,Change 30yr Treasury,Change Implied Fed Fund,Change SP500,Change SP500 Finance
0,2019-09-18,-0.1299999999999999,-0.16000000000000014,-0.21999999999999997,-0.2799999999999998,-0.26249999999999996,26.34999999999991,2.430000000000007
1,2019-07-31,0.040000000000000036,0.07000000000000006,-0.009999999999999787,-0.010000000000000231,-0.20750000000000002,53.92000000000007,18.189999999999998
2,2019-06-19,-0.43000000000000016,-0.54,-0.4900000000000002,-0.3799999999999999,-0.03750000000000009,2.730000000000018,-9.710000000000036
3,2019-05-01,-0.08000000000000007,-0.029999999999999805,-0.020000000000000018,-0.06000000000000005,-0.00749999999999984,99.5,26.57000000000005
4,2019-03-20,-0.09999999999999964,-0.15000000000000036,-0.16000000000000014,-0.08000000000000007,0.0024999999999999467,143.17999999999984,3.339999999999975
5,2019-01-30,-0.050000000000000266,-0.1299999999999999,-0.06999999999999984,0.06000000000000005,0.0024999999999999467,174.09000000000015,41.06
6,2018-12-19,-0.1200000000000001,-0.46999999999999975,-0.4700000000000002,-0.43000000000000016,0.19499999999999984,-299.8699999999999,-63.69
7,2018-11-08,0.16000000000000014,0.1299999999999999,0.18000000000000016,0.2400000000000002,0.03000000000000025,-99.13999999999987,-10.970000000000027
8,2018-09-26,0.1299999999999999,0.08999999999999986,0.06000000000000005,0.06000000000000005,0.25749999999999984,92.60999999999967,0.8300000000000409
9,2018-08-01,0.10000000000000009,0.020000000000000018,0.020000000000000018,0.029999999999999805,0.09749999999999992,37.73000000000002,3.0299999999999727
10,2018-06-13,0.10999999999999988,0.050000000000000266,0.009999999999999787,-0.040000000000000036,0.11499999999999999,139.96000000000004,10.5
11,2018-05-02,0.18000000000000016,0.10999999999999988,0.08000000000000007,0.020000000000000018,0.025000000000000133,-76.25999999999976,-26.70999999999998
12,2018-03-21,0.16000000000000014,0.16999999999999993,0.16999999999999993,0.16999999999999993,0.26,-111.88000000000011,-16.439999999999998
13,2018-01-31,0.21999999999999997,0.3999999999999999,0.3600000000000003,0.20999999999999996,0.125,160.96000000000004,32.27999999999997
14,2017-12-13,0.21999999999999997,0.11000000000000032,-0.010000000000000231,-0.10999999999999988,0.13749999999999996,83.48999999999978,18.980000000000018
15,2017-11-01,0.1399999999999999,0.11999999999999988,0.0900000000000003,0.03000000000000025,0.0024999999999999467,71.12000000000035,20.279999999999973
16,2017-09-20,0.09000000000000008,0.05999999999999983,-0.010000000000000231,-0.07000000000000028,0.0,30.409999999999854,6.230000000000018
17,2017-07-26,0.030000000000000027,0.09000000000000008,0.14000000000000012,0.10000000000000009,0.11749999999999994,39.909999999999854,10.160000000000025
18,2017-06-14,0.09999999999999987,-0.1200000000000001,-0.18000000000000016,-0.18000000000000016,0.13250000000000006,49.789999999999964,10.529999999999973
19,2017-05-03,0.08000000000000007,-0.15999999999999992,-0.17999999999999972,-0.13999999999999968,0.12,2.869999999999891,-14.920000000000016
20,2017-03-15,0.19000000000000006,0.09000000000000008,0.029999999999999805,0.029999999999999805,0.12750000000000006,105.71000000000004,22.760000000000048
21,2017-02-01,-0.09000000000000008,-0.09000000000000008,-0.06000000000000005,-0.06000000000000005,0.12249999999999994,26.269999999999982,-1.0900000000000318
22,2016-12-14,0.28,0.76,0.73,0.5800000000000001,0.12750000000000006,155.34000000000015,64.35000000000002
23,2016-11-02,0.030000000000000027,0.06000000000000005,0.15000000000000013,0.16999999999999993,0.012499999999999956,-65.17999999999984,0.7099999999999795
24,2016-09-21,0.07999999999999996,0.09999999999999987,0.1399999999999999,0.16000000000000014,0.0,-3.4600000000000364,4.410000000000025
25,2016-07-27,0.010000000000000009,0.0,-0.08000000000000007,-0.20000000000000018,0.027500000000000024,95.07999999999993,14.060000000000002
26,2016-06-15,-0.05999999999999994,-0.22999999999999998,-0.27,-0.2799999999999998,0.0025000000000000022,-23.65000000000009,-14.580000000000041
27,2016-04-27,-0.08000000000000007,-0.07999999999999985,-0.06999999999999984,-0.020000000000000018,0.002999999999999947,67.93000000000006,19.010000000000048
28,2016-03-16,0.19000000000000006,-0.020000000000000018,-0.08000000000000007,-0.06999999999999984,-0.002999999999999947,144.26999999999998,15.809999999999945
29,2016-01-27,-0.22999999999999998,-0.32000000000000006,-0.2799999999999998,-0.2200000000000002,0.010000000000000009,-190.12000000000012,-43.789999999999964
30,2015-12-16,0.36999999999999994,0.28,0.19999999999999973,0.1499999999999999,0.21999999999999997,-17.279999999999745,-1.4399999999999977
31,2015-10-28,-0.06,-0.030000000000000027,-0.10999999999999988,-0.1499999999999999,-0.0050000000000000044,100.14999999999986,17.930000000000007
32,2015-09-17,0.06,-0.1200000000000001,-0.08000000000000007,0.029999999999999805,0.0050000000000000044,-118.37000000000012,-28.439999999999998
33,2015-07-29,0.06,-0.009999999999999787,-0.029999999999999805,-0.09999999999999964,0.0050000000000000044,8.13000000000011,3.930000000000007
34,2015-06-17,0.020000000000000018,0.19999999999999996,0.2599999999999998,0.33000000000000007,0.0050000000000000044,-6.4099999999998545,8.649999999999977
35,2015-04-29,0.01999999999999999,0.020000000000000018,0.13000000000000012,0.25,0.008000000000000007,7.349999999999909,-4.340000000000032
36,2015-03-18,0.06,0.15999999999999992,0.19999999999999996,0.21999999999999975,-0.008000000000000007,97.33999999999992,19.720000000000027
37,2015-01-28,-0.06,-0.3600000000000001,-0.41000000000000014,-0.4500000000000002,0.0,-10.730000000000018,-13.089999999999975
38,2014-12-17,0.12000000000000001,0.0,-0.19999999999999973,-0.31999999999999984,0.035,30.590000000000146,9.639999999999986
39,2014-10-29,-0.009999999999999995,-0.20999999999999996,-0.28000000000000025,-0.31000000000000005,0.0,-19.269999999999982,-1.009999999999991
40,2014-09-17,-0.010000000000000009,0.050000000000000044,0.050000000000000266,0.06000000000000005,-0.0050000000000000044,31.5,8.560000000000002
41,2014-07-30,0.03,0.06000000000000005,-0.040000000000000036,-0.1200000000000001,0.0,13.089999999999918,0.7699999999999818
42,2014-06-18,-0.009999999999999995,0.020000000000000018,-0.06000000000000005,-0.040000000000000036,0.0050000000000000044,73.02999999999997,11.25
43,2014-04-30,-0.039999999999999994,-0.06000000000000005,-0.10999999999999988,-0.18999999999999995,0.012999999999999998,23.180000000000064,-1.2200000000000273
44,2014-03-19,0.039999999999999994,0.22999999999999998,0.08999999999999986,0.040000000000000036,-0.0030000000000000027,86.56999999999994,14.080000000000041
45,2014-01-29,-0.020000000000000004,-0.030000000000000027,-0.20000000000000018,-0.2799999999999998,-0.015,-36.450000000000045,-7.270000000000039
46,2013-12-18,0.020000000000000004,0.25,0.3400000000000003,0.27,0.009999999999999995,47.340000000000146,10.560000000000002
47,2013-10-30,0.0,-0.1299999999999999,-0.14000000000000012,-0.1200000000000001,0.0030000000000000165,37.789999999999964,1.7100000000000364
48,2013-09-18,0.0,0.050000000000000044,0.08999999999999986,0.10999999999999988,-0.018000000000000016,39.789999999999964,2.3799999999999955
49,2013-07-31,-0.020000000000000004,0.1399999999999999,0.27,0.22999999999999998,0.0030000000000000165,56.799999999999955,12.620000000000005
50,2013-06-19,0.020000000000000004,0.59,0.6700000000000002,0.5800000000000001,-0.02800000000000001,46.23000000000002,13.999999999999972
51,2013-05-01,-0.039999999999999994,-0.16000000000000003,-0.30000000000000004,-0.3599999999999999,-0.01999999999999999,23.99000000000001,2.740000000000009
52,2013-03-20,0.0,-0.06999999999999995,-0.06999999999999984,0.0,0.009999999999999981,56.75,12.099999999999994
53,2013-01-30,0.009999999999999981,0.21999999999999997,0.30999999999999983,0.29000000000000004,-0.0050000000000000044,73.48000000000002,17.77000000000001
54,2012-12-12,-0.03999999999999998,-0.09999999999999998,-0.08000000000000007,-0.03000000000000025,0.0,19.730000000000018,3.319999999999993
55,2012-10-24,0.009999999999999981,0.10999999999999999,0.050000000000000044,-0.020000000000000018,-0.001999999999999974,-51.24000000000001,-3.6399999999999864
56,2012-09-13,0.0,0.020000000000000018,0.18999999999999995,0.3500000000000001,-0.0030000000000000027,84.84999999999991,20.419999999999987
57,2012-08-01,-0.03,-0.10999999999999999,-0.08999999999999986,-0.1200000000000001,-0.025000000000000022,19.450000000000045,0.6100000000000136
58,2012-06-20,0.020000000000000018,-0.12,-0.3599999999999999,-0.4299999999999997,0.035,-35.0,-11.120000000000005
59,2012-04-25,-0.020000000000000018,-0.13,-0.13000000000000034,-0.10999999999999988,0.018000000000000016,-5.259999999999991,-0.3499999999999943
60,2012-03-13,0.08000000000000002,0.17999999999999994,0.13000000000000034,0.1299999999999999,0.03199999999999999,69.90000000000009,16.079999999999984
61,2012-01-25,0.009999999999999995,-0.039999999999999925,0.04999999999999982,0.1499999999999999,-0.009999999999999995,100.31999999999994,22.379999999999995
62,2011-12-13,0.0,-0.040000000000000036,-0.06999999999999984,-0.04999999999999982,0.015,-12.170000000000073,-8.919999999999987
63,2011-11-02,0.0,0.010000000000000009,0.1499999999999999,0.0,-0.009999999999999995,71.1400000000001,17.409999999999997
64,2011-09-21,0.0,-0.030000000000000027,-0.3200000000000003,-0.5300000000000002,0.0030000000000000027,-5.769999999999982,-15.629999999999995
65,2011-08-09,-0.05,-0.67,-0.8099999999999996,-0.6599999999999997,-0.018000000000000002,-114.61000000000013,-26.0
66,2011-06-22,-0.06,-0.48,-0.38000000000000034,-0.23000000000000043,-0.0050000000000000044,-68.51999999999998,-17.080000000000013
67,2011-04-27,-0.010000000000000009,0.06000000000000005,0.06000000000000005,-0.019999999999999574,-0.03199999999999999,73.79000000000019,1.5
68,2011-03-15,-0.04000000000000001,-0.029999999999999805,-0.1200000000000001,-0.1200000000000001,-0.028000000000000025,-14.760000000000218,-3.049999999999983
69,2011-01-26,-0.02999999999999997,-0.050000000000000266,-0.040000000000000036,0.04999999999999982,-0.009999999999999981,55.04000000000019,11.299999999999983
70,2010-12-14,0.07999999999999999,0.97,0.8200000000000003,0.4500000000000002,-0.007000000000000006,43.62999999999988,11.150000000000006
71,2010-11-03,-0.04000000000000001,-0.22999999999999998,0.06000000000000005,0.2999999999999998,-0.0050000000000000044,58.180000000000064,-0.1699999999999875
72,2010-09-21,0.010000000000000009,-0.11999999999999988,-0.18000000000000016,-0.20999999999999996,0.01200000000000001,18.720000000000027,0.45999999999997954
73,2010-08-10,-0.04999999999999999,-0.47,-0.33999999999999986,-0.04999999999999982,-0.024999999999999994,29.019999999999982,2.2900000000000205
74,2010-06-23,-0.13,-0.5999999999999999,-0.6699999999999999,-0.5800000000000001,0.004999999999999977,-99.31999999999994,-21.939999999999998
75,2010-04-28,0.020000000000000018,0.1599999999999997,0.13999999999999968,0.040000000000000036,0.028000000000000025,31.899999999999864,6.2099999999999795
76,2010-03-16,0.07999999999999996,-0.06000000000000005,0.0,0.040000000000000036,0.03699999999999998,61.960000000000036,18.360000000000014
77,2010-01-27,-0.04999999999999999,0.08000000000000007,0.050000000000000266,0.03000000000000025,-0.044999999999999984,-11.680000000000064,0.8400000000000034
78,2009-12-16,0.020000000000000018,-0.040000000000000036,0.040000000000000036,0.10999999999999943,0.044999999999999984,62.680000000000064,3.6899999999999977
79,2009-11-04,-0.04999999999999999,-0.009999999999999787,0.1299999999999999,0.20000000000000018,-0.035,-14.36999999999989,-13.780000000000001
80,2009-09-23,-0.06,-0.30000000000000027,-0.28000000000000025,-0.3200000000000003,0.0030000000000000304,55.059999999999945,13.48999999999998
81,2009-08-12,-0.030000000000000027,-0.040000000000000036,0.0,0.08999999999999986,-0.05300000000000002,104.86999999999989,32.10000000000002
82,2009-06-24,0.0,0.7300000000000004,0.6000000000000001,0.4300000000000006,0.04000000000000001,27.300000000000068,10.149999999999977
83,2009-04-29,-0.09999999999999998,0.46999999999999975,0.6100000000000003,0.43999999999999995,-0.021999999999999992,79.28999999999996,20.570000000000007
84,2009-03-18,0.12,-0.15999999999999992,-0.20000000000000018,0.1299999999999999,0.044499999999999984,-79.74000000000001,-12.760000000000005
85,2009-01-28,0.02999999999999997,0.3599999999999999,0.33999999999999986,0.5800000000000001,-0.007500000000000007,-39.08999999999992,-33.75999999999999
86,2008-12-16,-0.96,-1.43,-1.56,-1.4,-0.6599999999999999,-16.910000000000082,-23.30000000000001
87,2008-10-29,0.1299999999999999,0.06999999999999984,0.20999999999999996,0.16999999999999993,-0.47,-54.85000000000002,-13.079999999999984
88,2008-10-08,-0.43999999999999995,0.06000000000000005,0.2400000000000002,0.009999999999999787,-0.6519999999999999,-228.64999999999986,-59.619999999999976
89,2008-09-16,-0.5399999999999998,-0.6399999999999997,-0.56,-0.5499999999999998,-0.06299999999999994,-71.29000000000019,-33.52000000000004
90,2008-08-05,-0.2200000000000002,-0.26000000000000023,-0.08000000000000007,-0.020000000000000462,0.009999999999999787,-37.08999999999992,8.350000000000023
91,2008-06-25,0.6299999999999999,0.5100000000000002,0.3500000000000001,0.16000000000000014,0.004999999999999893,-63.61999999999989,-62.079999999999984
92,2008-04-30,0.4500000000000002,0.6099999999999999,0.29000000000000004,0.14000000000000057,-0.6099999999999999,54.84999999999991,15.529999999999973
93,2008-03-18,-0.8999999999999999,-0.54,-0.2999999999999998,-0.09000000000000075,-0.355,-25.069999999999936,-39.25
94,2008-01-30,0.009999999999999787,0.31999999999999984,0.2599999999999998,0.20999999999999996,-0.08999999999999986,45.309999999999945,29.829999999999984
95,2008-01-22,-0.7999999999999998,-0.6799999999999997,-0.45999999999999996,-0.23999999999999932,-1.1400000000000006,-167.1500000000001,-55.94999999999999
96,2007-12-11,-0.9500000000000002,-0.8400000000000003,-0.5000000000000004,-0.27000000000000046,-0.3049999999999997,-71.73000000000002,-46.68000000000001
97,2007-10-31,-0.040000000000000036,-0.03000000000000025,-0.019999999999999574,-0.02999999999999936,-0.4349999999999996,29.600000000000136,-16.49000000000001
98,2007-09-18,-0.7599999999999998,-0.40999999999999925,-0.2699999999999996,-0.15000000000000036,-0.3150000000000004,43.069999999999936,12.140000000000043
99,2007-08-07,-0.11000000000000032,-0.41999999999999993,-0.35000000000000053,-0.2999999999999998,0.0,-29.0,-32.379999999999995
100,2007-06-28,0.04999999999999982,0.4399999999999995,0.4500000000000002,0.3899999999999997,0.0,-6.869999999999891,-19.55000000000001
101,2007-05-09,0.010000000000000675,0.15000000000000036,0.13999999999999968,0.1299999999999999,0.0,77.53999999999996,18.66999999999996
102,2007-03-21,-0.20000000000000018,-0.39000000000000057,-0.2999999999999998,-0.22999999999999954,0.0,-3.2000000000000455,-8.879999999999995
103,2007-01-31,0.17999999999999972,0.3700000000000001,0.33999999999999986,0.33000000000000007,0.009999999999999787,26.680000000000064,11.310000000000002
104,2006-12-12,-0.16999999999999993,-0.2999999999999998,-0.29000000000000004,-0.29000000000000004,-0.009999999999999787,29.339999999999918,11.180000000000007
105,2006-10-25,0.08000000000000007,0.04999999999999982,0.04999999999999982,0.040000000000000036,-0.004999999999999893,57.039999999999964,13.699999999999989
106,2006-09-20,-0.08000000000000007,-0.14999999999999947,-0.1999999999999993,-0.16999999999999993,-0.009999999999999787,53.700000000000045,20.58000000000004
107,2006-08-08,-0.16999999999999993,-0.3200000000000003,-0.29000000000000004,-0.2400000000000002,-0.004999999999999893,-1.3899999999998727,5.930000000000007
108,2006-06-29,0.23000000000000043,0.13999999999999968,0.08999999999999986,0.0699999999999994,0.3099999999999996,-49.98000000000002,-20.910000000000025
109,2006-05-10,0.1999999999999993,0.2400000000000002,0.33999999999999986,0.39000000000000057,0.1900000000000004,29.61999999999989,18.860000000000014
110,2006-03-28,0.2400000000000002,0.3200000000000003,0.2599999999999998,0.10999999999999943,0.2699999999999996,13.150000000000091,8.629999999999995
